weekdate,position,artist,track
2021-02-05,50,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-02-12,1,OLIVIA RODRIGO,DRIVERS LICENSE
2021-02-12,2,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-02-12,3,KID LAROI,WITHOUT YOU
2021-02-12,4,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-02-12,5,DIGGA D/AJ TRACEY,BRINGING IT BACK
2021-02-12,6,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-02-12,7,TIESTO,THE BUSINESS
2021-02-12,8,SHANE CODD,GET OUT MY HEAD
2021-02-12,9,JUSTIN BIEBER,ANYONE
2021-02-12,10,Travis Scott & HVME,GOOSEBUMPS
2021-02-12,11,FREDO FT DAVE,MONEY TALKS
2021-02-12,12,DOJA CAT,STREETS
2021-02-12,13,ED SHEERAN,AFTERGLOW
2021-02-12,14,ARIANA GRANDE,34+35
2021-02-12,15,WEEKND,SAVE YOUR TEARS
2021-02-12,16,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-02-12,17,MILEY CYRUS FT DUA LIPA,PRISONER
2021-02-12,18,SZA,GOOD DAYS
2021-02-12,19,A1 & J1,LATEST TRENDS
2021-02-12,20,WEEKND,BLINDING LIGHTS
2021-02-12,21,CARDI B,UP
2021-02-12,22,TAYLOR SWIFT,WILLOW
2021-02-12,23,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-02-12,24,GLASS ANIMALS,HEAT WAVES
2021-02-12,25,NATHAN DAWE & LITTLE MIX,O TIME FOR TEARS
2021-02-12,26,JOEL CORRY FT MNEK,HEAD & HEART
2021-02-12,27,JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT)
2021-02-12,28,KSI/CRAIG DAVID/DIGITAL FARM,REALLY LOVE
2021-02-12,29,CENTRAL CEE,LOADING
2021-02-12,30,LITTLE MIX,SWEET MELODY
2021-02-12,31,FREDO FT SUMMER WALKER,READY
2021-02-12,32,FREDO FT POP SMOKE & YOUNG ADZ,BURNER ON DECK
2021-02-12,33,CJ,WHOOPTY
2021-02-12,34,DUA LIPA,LEVITATING
2021-02-12,35,AVA MAX,MY HEAD & MY HEART
2021-02-12,36,24KGOLDN FT IANN DIOR,MOOD
2021-02-12,37,TATE MCRAE,YOU BROKE ME FIRST
2021-02-12,38,RAYE & RUDIMENTAL,REGARDLESS
2021-02-12,39,DUNCAN LAURENCE,ARCADE
2021-02-12,40,HARRY STYLES,WATERMELON SUGAR
2021-02-12,41,INTERNET MONEY/GUNNA/TOLIVER,LEMONADE
2021-02-12,42,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-02-12,43,JAX JONES FT AU/RA,I MISS U
2021-02-12,44,ARIANA GRANDE,POSITIONS
2021-02-12,45,TONES & I,DANCE MONKEY
2021-02-12,46,YUNG BLEU FT DRAKE,YOU'RE MINES STILL
2021-02-12,47,LEWIS CAPALDI,SOMEONE YOU LOVED
2021-02-12,48,MILEY CYRUS,MIDNIGHT SKY
2021-02-12,49,RUDIMENTAL/MORGAN/DIGGA D/TIKE,BE THE ONE
2021-02-12,50,NAVOS,BELIEVE ME
2021-02-19,1,OLIVIA RODRIGO,DRIVERS LICENSE
2021-02-19,2,LIL TJAY & 6LACK,CALLING MY PHONE
2021-02-19,3,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-02-19,4,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-02-19,5,KID LAROI,WITHOUT YOU
2021-02-19,6,TIESTO,THE BUSINESS
2021-02-19,7,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-02-19,8,SHANE CODD,GET OUT MY HEAD
2021-02-19,9,Travis Scott & HVME,GOOSEBUMPS
2021-02-19,10,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-02-19,11,JUSTIN BIEBER,ANYONE
2021-02-19,12,TAYLOR SWIFT,LOVE STORY (TAYLOR'S VERSION)
2021-02-19,13,WEEKND,SAVE YOUR TEARS
2021-02-19,14,DOJA CAT,STREETS
2021-02-19,15,ED SHEERAN,AFTERGLOW
2021-02-19,16,DIGGA D & AJ TRACEY,BRINGING IT BACK
2021-02-19,17,A1 & J1,LATEST TRENDS
2021-02-19,18,MILEY CYRUS FT DUA LIPA,PRISONER
2021-02-19,19,FREDO FT DAVE,MONEY TALKS
2021-02-19,20,SZA,GOOD DAYS
2021-02-19,21,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-02-19,22,CARDI B,UP
2021-02-19,23,CENTRAL CEE,COMMITMENT ISSUES
2021-02-19,24,WEEKND,BLINDING LIGHTS
2021-02-19,25,DUA LIPA,WE'RE GOOD
2021-02-19,26,GLASS ANIMALS,HEAT WAVES
2021-02-19,27,UNITED KINGDOLLS,UK HUN
2021-02-19,28,JOEL CORRY FT MNEK,HEAD & HEART
2021-02-19,29,AVA MAX,MY HEAD & MY HEART
2021-02-19,30,ARIANA GRANDE,34+35
2021-02-19,31,LITTLE MIX,SWEET MELODY
2021-02-19,32,DUA LIPA,LEVITATING
2021-02-19,33,DUNCAN LAURENCE,ARCADE
2021-02-19,34,CJ,WHOOPTY
2021-02-19,35,HEADIE ONE FT BURNA BOY,SIBERIA
2021-02-19,36,24KGOLDN FT IANN DIOR,MOOD
2021-02-19,37,FREDO FT SUMMER WALKER,READY
2021-02-19,38,JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT)
2021-02-19,39,SLOWTHAI FT SKEPTA,CANCELLED
2021-02-19,40,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-02-19,41,TATE MCRAE,YOU BROKE ME FIRST
2021-02-19,42,LEWIS CAPALDI,SOMEONE YOU LOVED
2021-02-19,43,NAVOS,BELIEVE ME
2021-02-19,44,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-02-19,45,TOM GRENNAN,LITTLE BIT OF LOVE
2021-02-19,46,YUNG BLEU FT DRAKE,YOU'RE MINES STILL
2021-02-19,47,TONES & I,DANCE MONKEY
2021-02-19,48,RAYE & RUDIMENTAL,REGARDLESS
2021-02-19,49,TAYLOR SWIFT,WILLOW
2021-02-19,50,INTERNET MONEY/GUNNA/TOLIVER,LEMONADE
2021-02-26,1,OLIVIA RODRIGO,DRIVERS LICENSE
2021-02-26,2,LIL TJAY & 6LACK,CALLING MY PHONE
2021-02-26,3,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-02-26,4,TIESTO,THE BUSINESS
2021-02-26,5,KID LAROI,WITHOUT YOU
2021-02-26,6,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-02-26,7,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-02-26,8,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-02-26,9,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-02-26,10,SHANE CODD,GET OUT MY HEAD
2021-02-26,11,WEEKND,SAVE YOUR TEARS
2021-02-26,12,A1 & J1,LATEST TRENDS
2021-02-26,13,DOJA CAT,STREETS
2021-02-26,14,JUSTIN BIEBER,ANYONE
2021-02-26,15,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-02-26,16,ED SHEERAN,AFTERGLOW
2021-02-26,17,CARDI B,UP
2021-02-26,18,CENTRAL CEE,COMMITMENT ISSUES
2021-02-26,19,DIGGA D & AJ TRACEY,BRINGING IT BACK
2021-02-26,20,SZA,GOOD DAYS
2021-02-26,21,MILEY CYRUS FT DUA LIPA,PRISONER
2021-02-26,22,FREDO FT DAVE,MONEY TALKS
2021-02-26,23,GLASS ANIMALS,HEAT WAVES
2021-02-26,24,WEEKND,BLINDING LIGHTS
2021-02-26,25,AVA MAX,MY HEAD & MY HEART
2021-02-26,26,JOEL CORRY FT MNEK,HEAD & HEART
2021-02-26,27,DUA LIPA,WE'RE GOOD
2021-02-26,28,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-02-26,29,DUNCAN LAURENCE,ARCADE
2021-02-26,30,ARIANA GRANDE,34+35
2021-02-26,31,JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT)
2021-02-26,32,TOM GRENNAN,LITTLE BIT OF LOVE
2021-02-26,33,NAVOS,BELIEVE ME
2021-02-26,34,LITTLE MIX,SWEET MELODY
2021-02-26,35,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-02-26,36,DIGGA D,TOXIC
2021-02-26,37,DUA LIPA,LEVITATING
2021-02-26,38,ARIANA GRANDE,TEST DRIVE
2021-02-26,39,CJ,WHOOPTY
2021-02-26,40,24KGOLDN FT IANN DIOR,MOOD
2021-02-26,41,TAYLOR SWIFT,LOVE STORY (TAYLOR'S VERSION)
2021-02-26,42,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-02-26,43,RAYE & RUDIMENTAL,REGARDLESS
2021-02-26,44,FREDO FT SUMMER WALKER,READY
2021-02-26,45,ABRA CADABRA,MIXED EMOTIONS
2021-02-26,46,HARRY STYLES,WATERMELON SUGAR
2021-02-26,47,TATE MCRAE,YOU BROKE ME FIRST
2021-02-26,48,TONES & I,DANCE MONKEY
2021-02-26,49,YUNG BLEU FT DRAKE,YOU'RE MINES STILL
2021-02-26,50,LEWIS CAPALDI,SOMEONE YOU LOVED
2021-03-05,1,OLIVIA RODRIGO,DRIVERS LICENSE
2021-03-05,2,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-03-05,3,LIL TJAY & 6LACK,CALLING MY PHONE
2021-03-05,4,TIESTO,THE BUSINESS
2021-03-05,5,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-03-05,6,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-03-05,7,KID LAROI,WITHOUT YOU
2021-03-05,8,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-03-05,9,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-03-05,10,SHANE CODD,GET OUT MY HEAD
2021-03-05,11,WEEKND,SAVE YOUR TEARS
2021-03-05,12,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-03-05,13,A1 & J1,LATEST TRENDS
2021-03-05,14,DOJA CAT,STREETS
2021-03-05,15,JUSTIN BIEBER,ANYONE
2021-03-05,16,CARDI B,UP
2021-03-05,17,CENTRAL CEE,COMMITMENT ISSUES
2021-03-05,18,ED SHEERAN,AFTERGLOW
2021-03-05,19,AVA MAX,MY HEAD & MY HEART
2021-03-05,20,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-03-05,21,DIGGA D & AJ TRACEY,BRINGING IT BACK
2021-03-05,22,GLASS ANIMALS,HEAT WAVES
2021-03-05,23,DIGGA D,BLUUWUU
2021-03-05,24,MILEY CYRUS FT DUA LIPA,PRISONER
2021-03-05,25,NAVOS,BELIEVE ME
2021-03-05,26,WEEKND,BLINDING LIGHTS
2021-03-05,27,TOM GRENNAN,LITTLE BIT OF LOVE
2021-03-05,28,FREDO FT DAVE,MONEY TALKS
2021-03-05,29,JOEL CORRY FT MNEK,HEAD & HEART
2021-03-05,30,DUA LIPA,WE'RE GOOD
2021-03-05,31,DUNCAN LAURENCE,ARCADE
2021-03-05,32,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-03-05,33,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-03-05,34,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-03-05,35,DIGGA D,TOXIC
2021-03-05,36,JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT)
2021-03-05,37,LITTLE MIX,SWEET MELODY
2021-03-05,38,DUA LIPA,LEVITATING
2021-03-05,39,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-03-05,40,ARIANA GRANDE,34+35
2021-03-05,41,24KGOLDN FT IANN DIOR,MOOD
2021-03-05,42,FREDO FT SUMMER WALKER,READY
2021-03-05,43,CJ,WHOOPTY
2021-03-05,44,RAYE & RUDIMENTAL,REGARDLESS
2021-03-05,45,KALI UCHIS,TELEPATIA
2021-03-05,46,SZA,GOOD DAYS
2021-03-05,47,TONES & I,DANCE MONKEY
2021-03-05,48,LEWIS CAPALDI,SOMEONE YOU LOVED
2021-03-05,49,YUNG BLEU FT DRAKE,YOU'RE MINES STILL
2021-03-05,50,RYN WEAVER,PIERRE
2021-03-12,1,OLIVIA RODRIGO,DRIVERS LICENSE
2021-03-12,2,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-03-12,3,TIESTO,THE BUSINESS
2021-03-12,4,DRAKE,WHAT'S NEXT
2021-03-12,5,LIL TJAY & 6LACK,CALLING MY PHONE
2021-03-12,6,DRAKE FT RICK ROSS,LEMON PEPPER FREESTYLE
2021-03-12,7,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-03-12,8,KID LAROI,WITHOUT YOU
2021-03-12,9,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-03-12,10,DRAKE FT LIL BABY,WANTS AND NEEDS
2021-03-12,11,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-03-12,12,A1 & J1,LATEST TRENDS
2021-03-12,13,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-03-12,14,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-03-12,15,WEEKND,SAVE YOUR TEARS
2021-03-12,16,SHANE CODD,GET OUT MY HEAD
2021-03-12,17,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-03-12,18,CENTRAL CEE,COMMITMENT ISSUES
2021-03-12,19,DOJA CAT,STREETS
2021-03-12,20,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-03-12,21,CARDI B,UP
2021-03-12,22,AVA MAX,MY HEAD & MY HEART
2021-03-12,23,JUSTIN BIEBER,ANYONE
2021-03-12,24,GLASS ANIMALS,HEAT WAVES
2021-03-12,25,JUSTIN BIEBER,HOLD ON
2021-03-12,26,TOM GRENNAN,LITTLE BIT OF LOVE
2021-03-12,27,ED SHEERAN,AFTERGLOW
2021-03-12,28,MILEY CYRUS FT DUA LIPA,PRISONER
2021-03-12,29,NAVOS,BELIEVE ME
2021-03-12,30,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-03-12,31,DIGGA D & AJ TRACEY,BRINGING IT BACK
2021-03-12,32,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-03-12,33,WEEKND,BLINDING LIGHTS
2021-03-12,34,AJ TRACEY,ANXIOUS
2021-03-12,35,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-03-12,36,JOEL CORRY FT MNEK,HEAD & HEART
2021-03-12,37,DUNCAN LAURENCE,ARCADE
2021-03-12,38,FREDO FT DAVE,MONEY TALKS
2021-03-12,39,DUA LIPA,WE'RE GOOD
2021-03-12,40,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-03-12,41,JAMES ARTHUR,MEDICINE
2021-03-12,42,DIGGA D,BLUUWUU
2021-03-12,43,DUA LIPA,LEVITATING
2021-03-12,44,KALI UCHIS,TELEPATIA
2021-03-12,45,JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT)
2021-03-12,46,LITTLE MIX,SWEET MELODY
2021-03-12,47,DIGGA D,TOXIC
2021-03-12,48,ARIANA GRANDE,34+35
2021-03-12,49,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-03-12,50,FREDO FT SUMMER WALKER,READY
2021-03-19,1,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-03-19,2,A1 & J1,LATEST TRENDS
2021-03-19,3,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-03-19,4,TIESTO,THE BUSINESS
2021-03-19,5,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-03-19,6,LIL TJAY & 6LACK,CALLING MY PHONE
2021-03-19,7,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-03-19,8,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-03-19,9,CENTRAL CEE,COMMITMENT ISSUES
2021-03-19,10,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-03-19,11,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-03-19,12,DOJA CAT,STREETS
2021-03-19,13,TOM GRENNAN,LITTLE BIT OF LOVE
2021-03-19,14,WEEKND,SAVE YOUR TEARS
2021-03-19,15,SHANE CODD,GET OUT MY HEAD
2021-03-19,16,CENTRAL CEE,6 FOR 6
2021-03-19,17,CARDI B,UP
2021-03-19,18,OLIVIA RODRIGO,DRIVERS LICENSE
2021-03-19,19,AVA MAX,MY HEAD & MY HEART
2021-03-19,20,DRAKE,WHAT'S NEXT
2021-03-19,21,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-03-19,22,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-03-19,23,GLASS ANIMALS,HEAT WAVES
2021-03-19,24,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-03-19,25,DRAKE FT RICK ROSS,LEMON PEPPER FREESTYLE
2021-03-19,26,NAVOS,BELIEVE ME
2021-03-19,27,KID LAROI,WITHOUT YOU
2021-03-19,28,DRAKE FT LIL BABY,WANTS AND NEEDS
2021-03-19,29,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-03-19,30,WEEKND,BLINDING LIGHTS
2021-03-19,31,JUSTIN BIEBER,HOLD ON
2021-03-19,32,DUA LIPA,WE'RE GOOD
2021-03-19,33,DIGGA D & AJ TRACEY,BRINGING IT BACK
2021-03-19,34,JOEL CORRY FT MNEK,HEAD & HEART
2021-03-19,35,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-03-19,36,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-03-19,37,DUNCAN LAURENCE,ARCADE
2021-03-19,38,FREDO FT DAVE,MONEY TALKS
2021-03-19,39,DUA LIPA,LEVITATING
2021-03-19,40,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-03-19,41,KALI UCHIS,TELEPATIA
2021-03-19,42,GIVEON,HEARTBREAK ANNIVERSARY
2021-03-19,43,ROSE,ON THE GROUND
2021-03-19,44,CENTRAL CEE,DAY IN THE LIFE
2021-03-19,45,AJ TRACEY,ANXIOUS
2021-03-19,46,JORJA SMITH,ADDICTED
2021-03-19,47,LITTLE MIX,SWEET MELODY
2021-03-19,48,JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT)
2021-03-19,49,JUSTIN BIEBER,ANYONE
2021-03-19,50,FREDO FT SUMMER WALKER,READY
2021-03-26,1,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-03-26,2,A1 & J1,LATEST TRENDS
2021-03-26,3,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-03-26,4,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-03-26,5,TIESTO,THE BUSINESS
2021-03-26,6,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-03-26,7,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-03-26,8,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-03-26,9,LIL TJAY & 6LACK,CALLING MY PHONE
2021-03-26,10,JUSTIN BIEBER,HOLD ON
2021-03-26,11,CENTRAL CEE,COMMITMENT ISSUES
2021-03-26,12,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-03-26,13,TOM GRENNAN,LITTLE BIT OF LOVE
2021-03-26,14,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-03-26,15,WEEKND,SAVE YOUR TEARS
2021-03-26,16,DOJA CAT,STREETS
2021-03-26,17,CARDI B,UP
2021-03-26,18,AVA MAX,MY HEAD & MY HEART
2021-03-26,19,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-03-26,20,SHANE CODD,GET OUT MY HEAD
2021-03-26,21,OLIVIA RODRIGO,DRIVERS LICENSE
2021-03-26,22,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-03-26,23,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-03-26,24,JUSTIN BIEBER FT KHALID,AS I AM
2021-03-26,25,GLASS ANIMALS,HEAT WAVES
2021-03-26,26,CENTRAL CEE,6 FOR 6
2021-03-26,27,NAVOS,BELIEVE ME
2021-03-26,28,KID LAROI,WITHOUT YOU
2021-03-26,29,DUA LIPA,WE'RE GOOD
2021-03-26,30,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-03-26,31,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-03-26,32,DRAKE,WHAT'S NEXT
2021-03-26,33,DRAKE FT RICK ROSS,LEMON PEPPER FREESTYLE
2021-03-26,34,WEEKND,BLINDING LIGHTS
2021-03-26,35,JOEL CORRY FT MNEK,HEAD & HEART
2021-03-26,36,DUA LIPA,LEVITATING
2021-03-26,37,DUNCAN LAURENCE,ARCADE
2021-03-26,38,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-03-26,39,GRIFF,BLACK HOLE
2021-03-26,40,LIL TJAY/POLO G/FIVIO FOREIGN,HEADSHOT
2021-03-26,41,DIGGA D & AJ TRACEY,BRINGING IT BACK
2021-03-26,42,GIVEON,HEARTBREAK ANNIVERSARY
2021-03-26,43,JAMES ARTHUR,MEDICINE
2021-03-26,44,DRAKE FT LIL BABY,WANTS AND NEEDS
2021-03-26,45,FREDO FT DAVE,MONEY TALKS
2021-03-26,46,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-03-26,47,KALI UCHIS,TELEPATIA
2021-03-26,48,TOM ZANETTI,DIDN'T KNOW
2021-03-26,49,MAJESTIC & BONEY M,RASPUTIN
2021-03-26,50,LITTLE MIX,SWEET MELODY
2021-04-02,1,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-04-02,2,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-04-02,3,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-04-02,4,A1 & J1,LATEST TRENDS
2021-04-02,5,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-04-02,6,TIESTO,THE BUSINESS
2021-04-02,7,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-04-02,8,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-04-02,9,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-04-02,10,TOM GRENNAN,LITTLE BIT OF LOVE
2021-04-02,11,CENTRAL CEE,COMMITMENT ISSUES
2021-04-02,12,LIL TJAY & 6LACK,CALLING MY PHONE
2021-04-02,13,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-04-02,14,JUSTIN BIEBER,HOLD ON
2021-04-02,15,WEEKND,SAVE YOUR TEARS
2021-04-02,16,CARDI B,UP
2021-04-02,17,MIMI WEBB,GOOD WITHOUT
2021-04-02,18,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-04-02,19,AVA MAX,MY HEAD & MY HEART
2021-04-02,20,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-04-02,21,RUSS MILLIONS & TION WAYNE,BODY
2021-04-02,22,DOJA CAT,STREETS
2021-04-02,23,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-04-02,24,GLASS ANIMALS,HEAT WAVES
2021-04-02,25,JUSTIN BIEBER,REANYONE
2021-04-02,26,NAVOS,BELIEVE ME
2021-04-02,27,OLIVIA RODRIGO,DRIVERS LICENSE
2021-04-02,28,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-04-02,29,DUA LIPA,WE'RE GOOD
2021-04-02,30,CENTRAL CEE,6 FOR 6
2021-04-02,31,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-04-02,32,KID LAROI,WITHOUT YOU
2021-04-02,33,WEEKND,BLINDING LIGHTS
2021-04-02,34,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-04-02,35,JOEL CORRY FT MNEK,HEAD & HEART
2021-04-02,36,DUA LIPA,LEVITATING
2021-04-02,37,GRIFF,BLACK HOLE
2021-04-02,38,MAJESTIC & BONEY M,RASPUTIN
2021-04-02,39,GIVEON,HEARTBREAK ANNIVERSARY
2021-04-02,40,DRAKE,WHAT'S NEXT
2021-04-02,41,DRAKE FT RICK ROSS,LEMON PEPPER FREESTYLE
2021-04-02,42,MEDUZA FT DERMOT KENNEDY,PARADISE
2021-04-02,43,JAMES ARTHUR,MEDICINE
2021-04-02,44,TOM ZANETTI,DIDN'T KNOW
2021-04-02,45,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-04-02,46,SHANE CODD,GET OUT MY HEAD
2021-04-02,47,BECKY HILL,LAST TIME
2021-04-02,48,GHOST KILLER TRACK FT D-BLOCK,TONIGHT
2021-04-02,49,KALI UCHIS,TELEPATIA
2021-04-02,50,FREDO FT DAVE,MONEY TALKS
2021-04-09,1,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-04-09,2,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-04-09,3,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-04-09,4,A1 & J1,LATEST TRENDS
2021-04-09,5,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-04-09,6,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-04-09,7,TIESTO,THE BUSINESS
2021-04-09,8,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-04-09,9,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-04-09,10,TOM GRENNAN,LITTLE BIT OF LOVE
2021-04-09,11,LIL TJAY & 6LACK,CALLING MY PHONE
2021-04-09,12,RUSS MILLIONS & TION WAYNE,BODY
2021-04-09,13,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-04-09,14,JUSTIN BIEBER,HOLD ON
2021-04-09,15,CENTRAL CEE,COMMITMENT ISSUES
2021-04-09,16,WEEKND,SAVE YOUR TEARS
2021-04-09,17,CARDI B,UP
2021-04-09,18,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-04-09,19,AVA MAX,MY HEAD & MY HEART
2021-04-09,20,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-04-09,21,GLASS ANIMALS,HEAT WAVES
2021-04-09,22,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-04-09,23,MIMI WEBB,GOOD WITHOUT
2021-04-09,24,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-04-09,25,NAVOS,BELIEVE ME
2021-04-09,26,DOJA CAT,STREETS
2021-04-09,27,OLIVIA RODRIGO,DEJA VU
2021-04-09,28,OLIVIA RODRIGO,DRIVERS LICENSE
2021-04-09,29,MAJESTIC & BONEY M,RASPUTIN
2021-04-09,30,DUA LIPA,WE'RE GOOD
2021-04-09,31,JUSTIN BIEBER,ANYONE
2021-04-09,32,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-04-09,33,GRIFF,BLACK HOLE
2021-04-09,34,DUA LIPA,LEVITATING
2021-04-09,35,KID LAROI,WITHOUT YOU
2021-04-09,36,GIVEON,HEARTBREAK ANNIVERSARY
2021-04-09,37,CENTRAL CEE,6 FOR 6
2021-04-09,38,WEEKND,BLINDING LIGHTS
2021-04-09,39,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-04-09,40,TOM ZANETTI,DIDN'T KNOW
2021-04-09,41,JOEL CORRY FT MNEK,HEAD & HEART
2021-04-09,42,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-04-09,43,JAMES ARTHUR,MEDICINE
2021-04-09,44,DEMI LOVATO FT ARIANA GRANDE,MET HIM LAST NIGHT
2021-04-09,45,MEDUZA FT DERMOT KENNEDY,PARADISE
